Row,Stage,Week,Solution,Replication,Height,Greenness,Surface,Roots,Organs
2782,Stage 3,Week 2,Solution 7,Replication 18,4.17,2,12.02,1,2
2783,Stage 3,Week 2,Solution 7,Replication 19,4.82,2,14.55,1,1
2784,Stage 3,Week 2,Solution 7,Replication 20,4.39,2,16.35,1,2
2785,Stage 3,Week 2,Solution 7,Replication 21,4.23,3,18.68,1,2
2786,Stage 3,Week 2,Solution 7,Replication 22,4.71,2,14.22,1,1
2787,Stage 3,Week 2,Solution 7,Replication 23,4.11,3,16.76,1,2
2788,Stage 3,Week 2,Solution 7,Replication 24,4.78,2,16.11,2,2
2789,Stage 3,Week 2,Solution 7,Replication 25,4.90,2,13.46,2,2
2790,Stage 3,Week 2,Solution 7,Replication 26,4.74,3,17.08,2,1
2791,Stage 3,Week 2,Solution 7,Replication 27,4.46,2,17.51,2,1
2792,Stage 3,Week 2,Solution 7,Replication 28,4.94,2,17.79,2,1
2793,Stage 3,Week 2,Solution 7,Replication 29,4.62,2,11.43,2,2
2794,Stage 3,Week 2,Solution 7,Replication 30,4.98,3,19.71,2,1
2795,Stage 3,Week 2,Solution 7,Replication 31,4.13,2,10.54,2,2
2796,Stage 3,Week 2,Solution 7,Replication 32,4.65,3,16.40,2,1
2797,Stage 3,Week 2,Solution 7,Replication 33,4.27,3,19.83,1,1
2798,Stage 3,Week 2,Solution 7,Replication 34,4.99,3,17.01,2,2
2799,Stage 3,Week 2,Solution 7,Replication 35,4.22,3,14.26,1,1
2800,Stage 3,Week 2,Solution 7,Replication 36,4.38,3,17.07,2,1
2801,Stage 3,Week 2,Solution 7,Replication 37,4.07,2,15.04,2,2
2802,Stage 3,Week 2,Solution 7,Replication 38,4.61,3,19.43,1,2
2803,Stage 3,Week 2,Solution 7,Replication 39,4.57,3,19.21,1,1
2804,Stage 3,Week 2,Solution 7,Replication 40,4.56,3,11.96,2,2
2805,Stage 3,Week 2,Solution 7,Replication 41,4.25,2,11.21,2,2
2806,Stage 3,Week 2,Solution 7,Replication 42,4.05,2,18.71,1,1
2807,Stage 3,Week 2,Solution 7,Replication 43,4.73,2,14.20,1,1
2808,Stage 3,Week 2,Solution 7,Replication 44,4.78,3,19.67,1,1
2809,Stage 3,Week 2,Solution 7,Replication 45,4.53,2,13.08,2,1
2810,Stage 3,Week 2,Solution 7,Replication 46,4.09,3,15.76,2,1
2811,Stage 3,Week 2,Solution 7,Replication 47,4.07,3,19.30,2,1
2812,Stage 3,Week 2,Solution 7,Replication 48,4.07,2,11.06,2,1
2813,Stage 3,Week 2,Solution 7,Replication 49,4.65,2,14.06,2,1
2814,Stage 3,Week 2,Solution 7,Replication 50,4.02,2,11.94,1,1
2815,Stage 3,Week 2,Solution 13,Replication 1,4.02,3,12.61,1,1
2816,Stage 3,Week 2,Solution 13,Replication 2,4.36,2,13.76,2,1
2817,Stage 3,Week 2,Solution 13,Replication 3,4.25,2,12.75,1,1
2818,Stage 3,Week 2,Solution 13,Replication 4,4.48,3,14.94,1,2
2819,Stage 3,Week 2,Solution 13,Replication 5,4.80,3,11.52,1,2
2820,Stage 3,Week 2,Solution 13,Replication 6,4.87,3,11.38,2,2
2821,Stage 3,Week 2,Solution 13,Replication 7,4.95,2,14.29,1,2
2822,Stage 3,Week 2,Solution 13,Replication 8,4.28,2,18.45,1,1
2823,Stage 3,Week 2,Solution 13,Replication 9,4.38,3,13.90,1,1
2824,Stage 3,Week 2,Solution 13,Replication 10,4.43,2,13.41,2,1
2825,Stage 3,Week 2,Solution 13,Replication 11,4.58,3,18.04,2,1
2826,Stage 3,Week 2,Solution 13,Replication 12,4.60,3,10.79,1,2
2827,Stage 3,Week 2,Solution 13,Replication 13,4.19,3,10.74,1,2
2828,Stage 3,Week 2,Solution 13,Replication 14,4.17,2,16.19,1,2
2829,Stage 3,Week 2,Solution 13,Replication 15,4.68,3,10.35,2,2
2830,Stage 3,Week 2,Solution 13,Replication 16,4.35,2,13.65,1,1
2831,Stage 3,Week 2,Solution 13,Replication 17,4.19,3,15.45,2,1
2832,Stage 3,Week 2,Solution 13,Replication 18,4.13,2,14.90,1,2
2833,Stage 3,Week 2,Solution 13,Replication 19,4.46,3,15.20,2,1
2834,Stage 3,Week 2,Solution 13,Replication 20,4.71,3,14.26,2,1
2835,Stage 3,Week 2,Solution 13,Replication 21,4.26,2,15.61,1,1
2836,Stage 3,Week 2,Solution 13,Replication 22,4.34,3,14.44,1,1
2837,Stage 3,Week 2,Solution 13,Replication 23,4.58,3,13.18,2,1
2838,Stage 3,Week 2,Solution 13,Replication 24,4.47,2,16.02,1,2
2839,Stage 3,Week 2,Solution 13,Replication 25,4.56,3,15.11,1,1
2840,Stage 3,Week 2,Solution 13,Replication 26,4.29,2,14.62,1,2
2841,Stage 3,Week 2,Solution 13,Replication 27,4.08,2,11.01,1,1
2842,Stage 3,Week 2,Solution 13,Replication 28,4.94,3,14.44,2,1
2843,Stage 3,Week 2,Solution 13,Replication 29,4.51,3,18.12,2,2
2844,Stage 3,Week 2,Solution 13,Replication 30,4.46,2,11.12,2,2
2845,Stage 3,Week 2,Solution 13,Replication 31,4.72,3,18.71,2,2
2846,Stage 3,Week 2,Solution 13,Replication 32,4.93,2,17.46,1,1
2847,Stage 3,Week 2,Solution 13,Replication 33,4.64,2,13.93,1,2
2848,Stage 3,Week 2,Solution 13,Replication 34,4.52,2,10.02,2,1
2849,Stage 3,Week 2,Solution 13,Replication 35,4.36,3,14.38,1,2
2850,Stage 3,Week 2,Solution 13,Replication 36,4.19,2,16.02,2,2
2851,Stage 3,Week 2,Solution 13,Replication 37,4.59,3,10.10,1,1
2852,Stage 3,Week 2,Solution 13,Replication 38,4.96,3,11.36,2,1
2853,Stage 3,Week 2,Solution 13,Replication 39,4.65,2,11.78,1,2
2854,Stage 3,Week 2,Solution 13,Replication 40,4.28,2,13.22,1,1
2855,Stage 3,Week 2,Solution 13,Replication 41,4.40,2,17.61,1,2
2856,Stage 3,Week 2,Solution 13,Replication 42,4.01,3,15.10,2,1
2857,Stage 3,Week 2,Solution 13,Replication 43,4.49,3,17.55,2,1
2858,Stage 3,Week 2,Solution 13,Replication 44,4.55,2,10.34,1,1
2859,Stage 3,Week 2,Solution 13,Replication 45,4.79,2,16.14,2,2
2860,Stage 3,Week 2,Solution 13,Replication 46,4.05,2,13.89,1,2
2861,Stage 3,Week 2,Solution 13,Replication 47,4.37,3,14.94,2,1
2862,Stage 3,Week 2,Solution 13,Replication 48,4.97,3,16.15,1,1
2863,Stage 3,Week 2,Solution 13,Replication 49,4.33,2,10.61,2,2
2864,Stage 3,Week 2,Solution 13,Replication 50,4.67,2,10.91,2,1
2865,Stage 3,Week 2,Solution 14,Replication 1,4.79,3,19.29,2,1
2866,Stage 3,Week 2,Solution 14,Replication 2,4.39,2,16.91,2,2
2867,Stage 3,Week 2,Solution 14,Replication 3,4.08,3,15.90,1,2
2868,Stage 3,Week 2,Solution 14,Replication 4,4.44,3,16.11,2,1
2869,Stage 3,Week 2,Solution 14,Replication 5,4.29,3,18.12,2,2
2870,Stage 3,Week 2,Solution 14,Replication 6,4.98,2,15.21,2,2
2871,Stage 3,Week 2,Solution 14,Replication 7,4.74,2,17.70,2,1
2872,Stage 3,Week 2,Solution 14,Replication 8,4.99,2,10.23,2,2
2873,Stage 3,Week 2,Solution 14,Replication 9,4.22,3,10.54,1,1
2874,Stage 3,Week 2,Solution 14,Replication 10,4.71,2,12.06,1,1
2875,Stage 3,Week 2,Solution 14,Replication 11,4.13,3,12.92,1,1
2876,Stage 3,Week 2,Solution 14,Replication 12,4.94,3,13.62,2,2
2877,Stage 3,Week 2,Solution 14,Replication 13,4.88,3,13.59,2,1
2878,Stage 3,Week 2,Solution 14,Replication 14,4.84,2,16.55,2,1
2879,Stage 3,Week 2,Solution 14,Replication 15,4.24,2,16.74,1,2
2880,Stage 3,Week 2,Solution 14,Replication 16,4.52,3,14.81,2,2
2881,Stage 3,Week 2,Solution 14,Replication 17,4.17,2,17.72,1,1
2882,Stage 3,Week 2,Solution 14,Replication 18,4.34,2,12.73,1,1
2883,Stage 3,Week 2,Solution 14,Replication 19,4.85,2,18.83,2,1
2884,Stage 3,Week 2,Solution 14,Replication 20,4.38,3,11.34,1,2
2885,Stage 3,Week 2,Solution 14,Replication 21,4.69,3,11.40,1,1
2886,Stage 3,Week 2,Solution 14,Replication 22,4.46,2,18.57,1,1
2887,Stage 3,Week 2,Solution 14,Replication 23,4.20,3,19.98,1,2
2888,Stage 3,Week 2,Solution 14,Replication 24,4.44,2,13.63,2,2
2889,Stage 3,Week 2,Solution 14,Replication 25,4.50,2,19.78,1,1
2890,Stage 3,Week 2,Solution 14,Replication 26,4.38,3,12.20,2,1
2891,Stage 3,Week 2,Solution 14,Replication 27,4.59,3,10.18,2,1
2892,Stage 3,Week 2,Solution 14,Replication 28,4.99,3,13.46,1,1
2893,Stage 3,Week 2,Solution 14,Replication 29,4.61,3,16.98,2,2
2894,Stage 3,Week 2,Solution 14,Replication 30,4.58,3,12.12,1,2
2895,Stage 3,Week 2,Solution 14,Replication 31,4.67,2,11.84,1,1
2896,Stage 3,Week 2,Solution 14,Replication 32,4.55,3,15.95,1,2
2897,Stage 3,Week 2,Solution 14,Replication 33,4.84,3,16.28,1,2
2898,Stage 3,Week 2,Solution 14,Replication 34,4.72,2,19.72,2,1
2899,Stage 3,Week 2,Solution 14,Replication 35,4.18,2,19.53,1,2
2900,Stage 3,Week 2,Solution 14,Replication 36,4.21,3,13.52,1,1
2901,Stage 3,Week 2,Solution 14,Replication 37,4.88,2,16.80,1,2
2902,Stage 3,Week 2,Solution 14,Replication 38,4.06,2,16.83,1,1
2903,Stage 3,Week 2,Solution 14,Replication 39,4.13,2,18.57,1,2
2904,Stage 3,Week 2,Solution 14,Replication 40,4.78,2,10.67,2,1
2905,Stage 3,Week 2,Solution 14,Replication 41,4.64,2,19.93,1,2
2906,Stage 3,Week 2,Solution 14,Replication 42,4.43,2,18.83,2,1
2907,Stage 3,Week 2,Solution 14,Replication 43,4.23,3,13.07,1,2
2908,Stage 3,Week 2,Solution 14,Replication 44,4.82,3,17.22,1,1
2909,Stage 3,Week 2,Solution 14,Replication 45,4.41,2,14.57,2,2
2910,Stage 3,Week 2,Solution 14,Replication 46,4.95,3,17.14,1,2
2911,Stage 3,Week 2,Solution 14,Replication 47,4.63,3,11.59,1,1
2912,Stage 3,Week 2,Solution 14,Replication 48,4.10,2,17.12,1,2
2913,Stage 3,Week 2,Solution 14,Replication 49,4.96,3,12.58,2,1
2914,Stage 3,Week 2,Solution 14,Replication 50,4.13,3,18.98,2,2
2915,Stage 3,Week 2,Control,Replication 1,4.58,5,22.90,2,2
2916,Stage 3,Week 2,Control,Replication 2,4.14,5,24.34,3,2
2917,Stage 3,Week 2,Control,Replication 3,5.82,4,24.50,3,3
2918,Stage 3,Week 2,Control,Replication 4,5.72,5,24.27,2,3
2919,Stage 3,Week 2,Control,Replication 5,4.96,4,24.64,3,2
2920,Stage 3,Week 2,Control,Replication 6,4.63,4,24.00,3,2
2921,Stage 3,Week 2,Control,Replication 7,4.43,5,20.43,2,3
2922,Stage 3,Week 2,Control,Replication 8,5.52,5,21.44,3,3
2923,Stage 3,Week 2,Control,Replication 9,4.17,5,23.80,3,3
2924,Stage 3,Week 2,Control,Replication 10,4.04,4,21.37,3,3
2925,Stage 3,Week 2,Control,Replication 11,5.80,5,24.31,3,2
2926,Stage 3,Week 2,Control,Replication 12,5.91,4,20.54,3,3
2927,Stage 3,Week 2,Control,Replication 13,4.47,5,21.68,3,3
2928,Stage 3,Week 2,Control,Replication 14,5.39,5,22.13,2,3
2929,Stage 3,Week 2,Control,Replication 15,5.14,4,22.12,3,3
2930,Stage 3,Week 2,Control,Replication 16,5.22,4,21.01,2,2
2931,Stage 3,Week 2,Control,Replication 17,5.11,5,24.99,2,2
2932,Stage 3,Week 2,Control,Replication 18,4.82,5,20.84,3,3
2933,Stage 3,Week 2,Control,Replication 19,4.97,5,21.28,3,3
2934,Stage 3,Week 2,Control,Replication 20,5.50,4,23.68,2,3
2935,Stage 3,Week 2,Control,Replication 21,5.19,4,23.65,2,3
2936,Stage 3,Week 2,Control,Replication 22,4.77,4,20.64,3,3
2937,Stage 3,Week 2,Control,Replication 23,5.91,5,24.50,3,2
2938,Stage 3,Week 2,Control,Replication 24,5.88,4,23.80,3,2
2939,Stage 3,Week 2,Control,Replication 25,5.45,5,22.75,2,3
2940,Stage 3,Week 2,Control,Replication 26,5.82,5,21.02,2,3
2941,Stage 3,Week 2,Control,Replication 27,5.50,5,22.33,2,2
2942,Stage 3,Week 2,Control,Replication 28,5.81,5,20.14,2,2
2943,Stage 3,Week 2,Control,Replication 29,5.91,4,20.22,2,3
2944,Stage 3,Week 2,Control,Replication 30,4.10,5,23.69,2,2
2945,Stage 3,Week 2,Control,Replication 31,5.04,5,20.24,3,3
2946,Stage 3,Week 2,Control,Replication 32,4.63,4,20.49,2,3
2947,Stage 3,Week 2,Control,Replication 33,4.16,5,21.14,3,2
2948,Stage 3,Week 2,Control,Replication 34,5.95,4,23.93,3,2
2949,Stage 3,Week 2,Control,Replication 35,4.52,4,22.98,3,3
2950,Stage 3,Week 2,Control,Replication 36,4.30,4,20.93,3,2
2951,Stage 3,Week 2,Control,Replication 37,4.28,5,24.78,2,3
2952,Stage 3,Week 2,Control,Replication 38,4.58,5,23.66,2,2
2953,Stage 3,Week 2,Control,Replication 39,5.46,5,23.74,2,3
2954,Stage 3,Week 2,Control,Replication 40,5.56,5,24.78,3,2
2955,Stage 3,Week 2,Control,Replication 41,4.59,5,20.22,2,2
2956,Stage 3,Week 2,Control,Replication 42,5.54,5,21.32,2,2
2957,Stage 3,Week 2,Control,Replication 43,5.82,4,24.81,2,2
2958,Stage 3,Week 2,Control,Replication 44,5.82,4,24.83,2,2
2959,Stage 3,Week 2,Control,Replication 45,4.06,5,24.20,2,3
2960,Stage 3,Week 2,Control,Replication 46,5.65,5,24.76,2,2
2961,Stage 3,Week 2,Control,Replication 47,5.56,5,24.17,3,2
2962,Stage 3,Week 2,Control,Replication 48,4.04,5,23.17,3,2
2963,Stage 3,Week 2,Control,Replication 49,4.10,4,24.69,2,2
2964,Stage 3,Week 2,Control,Replication 50,5.75,5,20.78,2,3
2965,Stage 3,Week 3,Solution 2,Replication 1,7.50,2,22.79,2,3
2966,Stage 3,Week 3,Solution 2,Replication 2,6.52,2,22.62,2,2
2967,Stage 3,Week 3,Solution 2,Replication 3,6.23,2,23.32,3,3
2968,Stage 3,Week 3,Solution 2,Replication 4,6.01,3,20.80,2,2
2969,Stage 3,Week 3,Solution 2,Replication 5,7.23,3,22.98,2,3
2970,Stage 3,Week 3,Solution 2,Replication 6,7.78,2,24.82,2,3
2971,Stage 3,Week 3,Solution 2,Replication 7,7.64,3,21.49,3,2
2972,Stage 3,Week 3,Solution 2,Replication 8,6.33,2,21.56,2,3
2973,Stage 3,Week 3,Solution 2,Replication 9,6.81,2,21.56,3,2
2974,Stage 3,Week 3,Solution 2,Replication 10,6.44,3,23.38,3,2
2975,Stage 3,Week 3,Solution 2,Replication 11,7.53,3,21.37,2,3
2976,Stage 3,Week 3,Solution 2,Replication 12,6.61,3,21.88,2,3
2977,Stage 3,Week 3,Solution 2,Replication 13,6.43,3,20.24,2,3
2978,Stage 3,Week 3,Solution 2,Replication 14,7.33,3,20.11,3,3
2979,Stage 3,Week 3,Solution 2,Replication 15,6.37,3,20.76,3,2
2980,Stage 3,Week 3,Solution 2,Replication 16,6.31,3,23.37,3,3
2981,Stage 3,Week 3,Solution 2,Replication 17,7.34,3,23.38,2,3
2982,Stage 3,Week 3,Solution 2,Replication 18,7.67,3,20.02,2,3
2983,Stage 3,Week 3,Solution 2,Replication 19,7.30,3,23.99,2,3
2984,Stage 3,Week 3,Solution 2,Replication 20,6.11,2,22.32,3,2
2985,Stage 3,Week 3,Solution 2,Replication 21,6.90,3,22.05,3,2
2986,Stage 3,Week 3,Solution 2,Replication 22,7.88,2,21.99,3,3
2987,Stage 3,Week 3,Solution 2,Replication 23,7.34,3,22.64,3,3
2988,Stage 3,Week 3,Solution 2,Replication 24,7.84,3,20.87,3,3
2989,Stage 3,Week 3,Solution 2,Replication 25,7.67,2,22.26,3,2
2990,Stage 3,Week 3,Solution 2,Replication 26,7.41,3,20.84,2,2
2991,Stage 3,Week 3,Solution 2,Replication 27,7.14,2,21.05,3,2
2992,Stage 3,Week 3,Solution 2,Replication 28,7.93,2,21.37,3,3
2993,Stage 3,Week 3,Solution 2,Replication 29,7.31,2,21.43,2,3
2994,Stage 3,Week 3,Solution 2,Replication 30,7.02,3,23.22,3,2
2995,Stage 3,Week 3,Solution 2,Replication 31,7.69,2,22.60,3,3
2996,Stage 3,Week 3,Solution 2,Replication 32,6.45,2,24.43,2,2
2997,Stage 3,Week 3,Solution 2,Replication 33,7.20,2,22.38,2,3
2998,Stage 3,Week 3,Solution 2,Replication 34,6.26,2,20.38,2,3
2999,Stage 3,Week 3,Solution 2,Replication 35,6.04,2,20.75,3,2
3000,Stage 3,Week 3,Solution 2,Replication 36,7.57,3,22.33,3,2
3001,Stage 3,Week 3,Solution 2,Replication 37,6.17,3,22.02,2,2
3002,Stage 3,Week 3,Solution 2,Replication 38,6.59,2,22.16,2,2
3003,Stage 3,Week 3,Solution 2,Replication 39,7.92,2,20.99,3,3
3004,Stage 3,Week 3,Solution 2,Replication 40,6.66,2,24.58,2,3
3005,Stage 3,Week 3,Solution 2,Replication 41,6.29,2,24.95,3,2
3006,Stage 3,Week 3,Solution 2,Replication 42,6.56,2,23.86,3,3
3007,Stage 3,Week 3,Solution 2,Replication 43,6.02,2,23.68,2,2
3008,Stage 3,Week 3,Solution 2,Replication 44,7.71,2,22.93,3,3
3009,Stage 3,Week 3,Solution 2,Replication 45,7.14,2,20.74,3,3
3010,Stage 3,Week 3,Solution 2,Replication 46,6.15,3,23.98,3,2
3011,Stage 3,Week 3,Solution 2,Replication 47,6.50,2,24.23,2,3
3012,Stage 3,Week 3,Solution 2,Replication 48,7.94,2,23.37,3,2
3013,Stage 3,Week 3,Solution 2,Replication 49,6.13,3,22.18,2,2
3014,Stage 3,Week 3,Solution 2,Replication 50,7.31,3,22.85,3,3
3015,Stage 3,Week 3,Solution 6,Replication 1,7.90,3,24.98,2,3
3016,Stage 3,Week 3,Solution 6,Replication 2,6.33,3,22.75,3,3
3017,Stage 3,Week 3,Solution 6,Replication 3,6.55,2,21.60,2,3
3018,Stage 3,Week 3,Solution 6,Replication 4,7.78,2,24.18,2,2
3019,Stage 3,Week 3,Solution 6,Replication 5,6.45,3,21.64,3,3
3020,Stage 3,Week 3,Solution 6,Replication 6,7.94,2,21.38,3,2
3021,Stage 3,Week 3,Solution 6,Replication 7,7.80,3,21.88,3,3
3022,Stage 3,Week 3,Solution 6,Replication 8,6.47,3,22.17,2,3
3023,Stage 3,Week 3,Solution 6,Replication 9,7.53,2,24.73,2,2
3024,Stage 3,Week 3,Solution 6,Replication 10,7.87,3,23.84,3,3
3025,Stage 3,Week 3,Solution 6,Replication 11,7.92,2,23.74,2,2
3026,Stage 3,Week 3,Solution 6,Replication 12,6.27,2,24.77,3,2
3027,Stage 3,Week 3,Solution 6,Replication 13,7.20,2,21.59,3,2
3028,Stage 3,Week 3,Solution 6,Replication 14,7.65,2,23.03,3,3
3029,Stage 3,Week 3,Solution 6,Replication 15,6.81,3,23.94,3,3
3030,Stage 3,Week 3,Solution 6,Replication 16,7.71,3,24.51,2,2
3031,Stage 3,Week 3,Solution 6,Replication 17,7.24,3,24.14,2,3
3032,Stage 3,Week 3,Solution 6,Replication 18,7.70,2,23.03,2,2
3033,Stage 3,Week 3,Solution 6,Replication 19,7.24,2,20.67,3,2
3034,Stage 3,Week 3,Solution 6,Replication 20,7.78,3,22.01,3,2
3035,Stage 3,Week 3,Solution 6,Replication 21,6.75,3,23.74,2,2
3036,Stage 3,Week 3,Solution 6,Replication 22,7.71,2,23.12,2,2
3037,Stage 3,Week 3,Solution 6,Replication 23,6.17,3,20.21,3,2
3038,Stage 3,Week 3,Solution 6,Replication 24,7.50,3,20.69,3,3
3039,Stage 3,Week 3,Solution 6,Replication 25,6.37,2,20.50,3,2
3040,Stage 3,Week 3,Solution 6,Replication 26,7.20,2,20.45,2,2
3041,Stage 3,Week 3,Solution 6,Replication 27,7.76,3,21.82,2,3
3042,Stage 3,Week 3,Solution 6,Replication 28,6.32,2,21.24,3,3
3043,Stage 3,Week 3,Solution 6,Replication 29,7.93,3,20.88,3,2
3044,Stage 3,Week 3,Solution 6,Replication 30,6.93,2,24.00,3,2
3045,Stage 3,Week 3,Solution 6,Replication 31,7.02,3,23.78,3,2
3046,Stage 3,Week 3,Solution 6,Replication 32,7.08,2,21.69,3,3
3047,Stage 3,Week 3,Solution 6,Replication 33,7.59,2,20.46,2,2
3048,Stage 3,Week 3,Solution 6,Replication 34,6.30,2,20.73,2,3
3049,Stage 3,Week 3,Solution 6,Replication 35,7.10,2,24.92,2,3
3050,Stage 3,Week 3,Solution 6,Replication 36,7.91,2,24.42,3,2
3051,Stage 3,Week 3,Solution 6,Replication 37,7.12,2,21.10,2,2
3052,Stage 3,Week 3,Solution 6,Replication 38,7.53,2,22.55,2,3
3053,Stage 3,Week 3,Solution 6,Replication 39,7.36,3,24.49,3,2
3054,Stage 3,Week 3,Solution 6,Replication 40,7.69,3,20.31,2,3
3055,Stage 3,Week 3,Solution 6,Replication 41,7.53,2,24.79,3,2
3056,Stage 3,Week 3,Solution 6,Replication 42,7.80,2,23.09,3,2
3057,Stage 3,Week 3,Solution 6,Replication 43,7.43,3,21.24,3,2
3058,Stage 3,Week 3,Solution 6,Replication 44,6.82,3,24.52,2,2
3059,Stage 3,Week 3,Solution 6,Replication 45,7.05,2,22.95,3,3
3060,Stage 3,Week 3,Solution 6,Replication 46,6.60,2,24.02,2,2
3061,Stage 3,Week 3,Solution 6,Replication 47,6.56,2,23.39,2,2
3062,Stage 3,Week 3,Solution 6,Replication 48,6.41,3,22.47,3,3
3063,Stage 3,Week 3,Solution 6,Replication 49,6.91,3,21.56,3,3
3064,Stage 3,Week 3,Solution 6,Replication 50,6.31,3,20.29,3,3
3065,Stage 3,Week 3,Solution 7,Replication 1,7.93,3,21.86,3,3
3066,Stage 3,Week 3,Solution 7,Replication 2,7.43,3,20.33,2,2
3067,Stage 3,Week 3,Solution 7,Replication 3,7.09,2,23.74,2,3
3068,Stage 3,Week 3,Solution 7,Replication 4,6.25,3,21.28,2,2
3069,Stage 3,Week 3,Solution 7,Replication 5,6.54,2,23.96,2,3
3070,Stage 3,Week 3,Solution 7,Replication 6,6.89,2,22.88,2,3
3071,Stage 3,Week 3,Solution 7,Replication 7,7.13,2,23.30,2,3
3072,Stage 3,Week 3,Solution 7,Replication 8,7.65,2,24.70,2,2
3073,Stage 3,Week 3,Solution 7,Replication 9,7.61,2,22.55,3,2
3074,Stage 3,Week 3,Solution 7,Replication 10,7.66,2,20.35,3,2
3075,Stage 3,Week 3,Solution 7,Replication 11,7.12,2,22.28,2,3
3076,Stage 3,Week 3,Solution 7,Replication 12,7.41,2,21.35,3,2
3077,Stage 3,Week 3,Solution 7,Replication 13,6.98,2,22.10,3,3
3078,Stage 3,Week 3,Solution 7,Replication 14,7.41,3,21.08,2,3
3079,Stage 3,Week 3,Solution 7,Replication 15,6.58,2,22.93,3,3
3080,Stage 3,Week 3,Solution 7,Replication 16,7.20,3,24.20,3,2
3081,Stage 3,Week 3,Solution 7,Replication 17,6.36,2,21.85,3,2
3082,Stage 3,Week 3,Solution 7,Replication 18,7.08,2,20.27,2,3
3083,Stage 3,Week 3,Solution 7,Replication 19,6.30,2,24.53,3,2
3084,Stage 3,Week 3,Solution 7,Replication 20,6.27,2,21.53,2,2
3085,Stage 3,Week 3,Solution 7,Replication 21,7.34,3,23.00,2,2
3086,Stage 3,Week 3,Solution 7,Replication 22,6.46,3,23.23,2,3
3087,Stage 3,Week 3,Solution 7,Replication 23,7.52,3,24.61,3,3
3088,Stage 3,Week 3,Solution 7,Replication 24,6.11,3,22.64,3,2
3089,Stage 3,Week 3,Solution 7,Replication 25,7.79,2,24.92,3,3
3090,Stage 3,Week 3,Solution 7,Replication 26,6.57,2,20.53,2,2
3091,Stage 3,Week 3,Solution 7,Replication 27,7.29,2,22.54,2,2
3092,Stage 3,Week 3,Solution 7,Replication 28,6.29,2,23.34,2,2
3093,Stage 3,Week 3,Solution 7,Replication 29,6.33,2,23.14,2,2
3094,Stage 3,Week 3,Solution 7,Replication 30,7.51,2,20.17,2,3
3095,Stage 3,Week 3,Solution 7,Replication 31,7.83,3,24.11,3,3
3096,Stage 3,Week 3,Solution 7,Replication 32,7.11,2,21.73,2,2
3097,Stage 3,Week 3,Solution 7,Replication 33,6.21,2,22.14,3,2
3098,Stage 3,Week 3,Solution 7,Replication 34,6.92,3,21.61,2,2
3099,Stage 3,Week 3,Solution 7,Replication 35,6.42,2,22.62,2,3
3100,Stage 3,Week 3,Solution 7,Replication 36,6.55,2,20.89,3,3
3101,Stage 3,Week 3,Solution 7,Replication 37,6.65,3,21.61,2,3
3102,Stage 3,Week 3,Solution 7,Replication 38,6.40,3,22.66,3,3
3103,Stage 3,Week 3,Solution 7,Replication 39,6.65,2,21.01,2,3
3104,Stage 3,Week 3,Solution 7,Replication 40,6.96,3,20.39,2,2
3105,Stage 3,Week 3,Solution 7,Replication 41,7.05,2,23.28,2,3
3106,Stage 3,Week 3,Solution 7,Replication 42,7.92,2,20.02,3,3
3107,Stage 3,Week 3,Solution 7,Replication 43,7.78,3,24.31,3,2
3108,Stage 3,Week 3,Solution 7,Replication 44,6.35,3,21.84,2,2
3109,Stage 3,Week 3,Solution 7,Replication 45,7.48,3,21.49,2,3
3110,Stage 3,Week 3,Solution 7,Replication 46,7.00,3,23.49,2,2
3111,Stage 3,Week 3,Solution 7,Replication 47,7.25,2,21.69,3,3
3112,Stage 3,Week 3,Solution 7,Replication 48,7.22,2,21.92,3,3
3113,Stage 3,Week 3,Solution 7,Replication 49,6.00,3,22.16,3,2
3114,Stage 3,Week 3,Solution 7,Replication 50,6.42,3,23.32,2,3
3115,Stage 3,Week 3,Solution 13,Replication 1,7.76,3,23.65,2,2
3116,Stage 3,Week 3,Solution 13,Replication 2,6.77,2,20.70,3,3
3117,Stage 3,Week 3,Solution 13,Replication 3,7.21,2,24.41,2,3
3118,Stage 3,Week 3,Solution 13,Replication 4,6.14,2,24.37,3,3
3119,Stage 3,Week 3,Solution 13,Replication 5,7.00,2,23.33,2,3
3120,Stage 3,Week 3,Solution 13,Replication 6,6.15,2,24.92,3,2
3121,Stage 3,Week 3,Solution 13,Replication 7,7.15,3,23.70,3,2
3122,Stage 3,Week 3,Solution 13,Replication 8,6.23,2,23.16,3,3
3123,Stage 3,Week 3,Solution 13,Replication 9,7.09,2,24.31,3,2
3124,Stage 3,Week 3,Solution 13,Replication 10,6.28,2,20.48,2,3
3125,Stage 3,Week 3,Solution 13,Replication 11,7.09,2,21.54,2,2
3126,Stage 3,Week 3,Solution 13,Replication 12,6.17,2,24.01,3,3
3127,Stage 3,Week 3,Solution 13,Replication 13,6.06,3,21.01,3,2
3128,Stage 3,Week 3,Solution 13,Replication 14,7.98,3,23.15,2,3
3129,Stage 3,Week 3,Solution 13,Replication 15,6.26,2,23.07,3,3
3130,Stage 3,Week 3,Solution 13,Replication 16,6.65,2,20.23,3,3
3131,Stage 3,Week 3,Solution 13,Replication 17,6.28,2,23.51,3,3
3132,Stage 3,Week 3,Solution 13,Replication 18,7.62,2,23.09,3,2
3133,Stage 3,Week 3,Solution 13,Replication 19,6.18,2,24.45,2,3
